entry,take,dice,fpfn_ratio,log_ratio,s1,s2,tp,fp,fn
SJ,25,0.8055438359632099,0.16168872085696281,-1.822082268344873,27028,20376,19093,1283,7935
SJ,26,0.7045153501785685,0.10906230333543109,-2.2158359698151555,36899,22742,21009,1733,15890
SJ,27,0.6924351029499957,0.02939068100358423,-3.5270776275511584,45172,24862,24247,615,20925
SJ,28,0.7127736751055637,0.05832762165867032,-2.841679512943457,33749,20010,19159,851,14590
SJ,29,0.7482213765718068,0.10552124954594987,-2.2488429288506415,29101,19251,18089,1162,11012
SJ,30,0.6618932770575822,0.010208677375769405,-4.584517197237073,26495,13309,13173,136,13322
SJ,31,0.6578015644298065,0.0331883157240522,-3.405557401026234,32068,16512,15978,534,16090
SJ,32,0.686289524903481,0.011314544332441884,-4.481666271812984,40953,21729,21509,220,19444
SJ,33,0.7406827643630308,0.016051154900169645,-4.131974475597987,37565,22485,22239,246,15326
SJ,34,0.773493114916307,0.32067307692307695,-1.13733312677974,20311,16072,14071,2001,6240
SJ,35,0.7309380588522192,0.08675032832336203,-2.444721075454987,33938,21421,20232,1189,13706
SJ,36,0.7192910562442373,0.020547520019864672,-3.885015025620903,37172,21394,21063,331,16109
SJ,37,0.747842141703208,0.11778747783385622,-2.138873313636853,38965,26030,24303,1727,14662
SJ,38,0.6371953917213796,0.003917535869937809,-5.542292427442179,38424,18083,18003,80,20421
SJ,39,0.7291622725442448,0.05591687224340285,-2.883889115321109,32391,19762,19014,748,13377
SJ,40,0.7546319690079164,0.06332116788321168,-2.759535599995202,28881,18615,17921,694,10960
SJ,41,0.6723533483688007,0.1083163380920009,-2.222699276778091,28294,16489,15055,1434,13239
SJ,42,0.7678055535658859,0.1310769946499186,-2.0319703830164504,24677,17206,16079,1127,8598
SJ,43,0.7358964401294499,0.04443534350363469,-3.113720101347072,23979,14646,14212,434,9767
SJ,44,0.7426360233622046,0.0564875296912114,-2.873735378620422,34007,21296,20535,761,13472
SJ,45,0.7466481663735661,0.035613005341950804,-3.335044389242619,38302,23679,23139,540,15163
SJ,46,0.6132303399462348,0.006508744742085455,-5.034608661309968,40606,18168,18021,147,22585
SJ,47,0.7146726480172669,0.03278186274509804,-3.4178798816220914,29943,17315,16887,428,13056
SJ,48,0.7678917920991655,0.4645191964816356,-0.7667523943881401,28794,24289,20381,3908,8413
SJ,49,0.7349034773512537,0.12157178300811372,-2.1072503840079313,38097,24997,23184,1813,14913
SJ,50,0.7935112572729572,0.13713539399216368,-1.9867865638634652,36579,26669,25094,1575,11485
SJ,51,0.8170140302817163,0.34083819340838195,-1.0763474204460584,29443,24583,22070,2513,7373
SJ,52,0.7400768654217232,0.02884736775659639,-3.5457365291300205,39046,23661,23204,457,15842
SJ,53,0.5136151916875672,5.724458204334366,1.7447479081644683,7349,14979,5734,9245,1615
SJ,54,0.8466978831333528,0.36920060988891307,-0.9964151244346715,21950,19054,17359,1695,4591
SJ,55,0.7364278150370632,0.062388845415095685,-2.774368778959583,34920,21740,20863,877,14057
SJ,56,0.7626310131685031,0.06511908350919506,-2.7315376312628876,35970,23566,22702,864,13268
SJ,57,0.5599532072528758,5.401020986954055,1.6865880073565938,8943,16702,7180,9522,1763
SJ,58,0.8022034996759559,0.17565485362095531,-1.7392342683095945,26355,19935,18567,1368,7788
SJ,59,0.7146205357142857,0.05515818431911967,-2.897550143220996,33749,20011,19209,802,14540
SJ,60,0.7455124493341054,0.11105092091007585,-2.197766435924389,29101,19255,18025,1230,11076
SJ,61,0.640718407908698,0.0060873976375099646,-5.101534605908241,26178,12463,12379,84,13799
SJ,62,0.6582361770814056,0.03480263977088781,-3.3580620395933085,32068,16565,16006,559,16062
SJ,63,0.7279931883678281,0.5441531883249675,-0.6085244755813567,16494,14042,11115,2927,5379
SJ,64,0.7157114145124402,0.024155795518382123,-3.7232309476169325,36675,21041,20654,387,16021
SJ,65,0.6469792526746658,0.004247876061969015,-5.461336171087463,38424,18499,18414,85,20010
SJ,66,0.7433172536360669,0.05242025429399955,-2.9484622300112804,33943,21199,20494,705,13449
SJ,67,0.7429545265608114,0.1016299991092901,-2.286416520596704,29101,19015,17874,1141,11227
SJ,68,0.6850080636147349,0.011485412500640927,-4.466677527017539,40953,21674,21450,224,19503
SJ,69,0.7278811888352237,0.08857370287285621,-2.4239202727312135,33938,21343,20119,1224,13819
SL,0,0.7170760233918129,0.4607487922705314,-0.774902303660748,28329,22971,18393,4578,9936
SL,1,0.7889108744158633,0.6887841023913776,-0.37282740628685773,24677,22829,18739,4090,5938
SL,2,0.657811281518066,0.1622814762493378,-1.8184229437581179,23979,14491,12653,1838,11326
SL,3,0.700901671712518,0.03342808413871518,-3.3983588898329766,38889,21887,21299,588,17590
SL,4,0.6607514050350296,0.05798319327731093,-2.847602081508316,33825,18131,17165,966,16660
SL,5,0.6582004026637758,0.03572476095500675,-3.331911246441028,34047,17609,17000,609,17047
SL,6,0.6847583643122677,0.03414634146341464,-3.377099830083095,38302,20878,20262,616,18040
SL,7,0.635530860489563,0.013032186253594286,-4.3403331157653176,40606,19325,19044,281,21562
SL,8,0.7553331472546753,0.11452184179456906,-2.1669897161486715,29954,20204,18943,1261,11011
SL,9,0.6529372261840044,0.0243511090136857,-3.715177885780782,41608,20934,20418,516,21190
SL,10,0.6944253125456556,0.8476779404341241,-0.16525450255157706,24560,23353,16636,6717,7924
SL,11,0.6451588743048664,0.05600133734536944,-2.882379707364827,35174,18233,17228,1005,17946
SL,12,0.6272126887890435,0.006099565360312648,-5.099537762749208,50552,23340,23173,167,27379
SL,13,0.7252751800049656,0.17848584361409425,-1.7232459883915139,28794,19538,17527,2011,11267
SL,14,0.6370952188929992,0.03868928141308711,-3.252192683378687,38097,18940,18169,771,19928
SL,15,0.7652879355909287,0.08927552766685681,-2.4160278749410264,29196,19617,18678,939,10518
SL,16,0.6785347043701799,0.03421895999172956,-3.374975402805484,40462,21778,21116,662,19346
SL,17,0.6353877032426759,0.04150010519671786,-3.182059316888026,36265,18042,17253,789,19012
SL,18,0.7564324214380148,0.10389011799410029,-2.2644214961404003,29443,19722,18595,1127,10848
SL,19,0.6799397691149406,0.021574281747303213,-3.8362533335376843,39046,20724,20320,404,18726
SL,20,0.3850166877288487,4.126688276607239,1.4174752152322798,9643,21218,5941,15277,3702
SL,21,0.7992026516468489,0.8392781316348196,-0.17521312371377787,21950,21193,17240,3953,4710
SL,22,0.6104250481021515,0.09353365738694948,-2.3694339354089555,37816,19354,17449,1905,20367
SL,23,0.746245032666532,0.09115922091086814,-2.3951476210335816,35970,23418,22159,1259,13811
SL,24,0.35315001992537043,3.386977886977887,1.2199380450212565,8944,18659,4874,13785,4070
SL,25,0.7872303932078384,0.14476871611489214,-1.9326178713027562,27028,19614,18359,1255,8669
SL,26,0.7086895066298714,0.09286029922353387,-2.376659074087413,36899,22529,21058,1471,15841
SL,27,0.6386272777636366,0.012119433028600185,-4.412945079253645,45172,21615,21326,289,23846
SL,28,0.7015927572949702,0.20747006953903505,-1.5727681929008062,33749,22694,19800,2894,13949
SL,29,0.7343110434621635,0.14807572660207982,-1.910031469844284,29101,19516,17850,1666,11251
SL,30,0.7332206556064582,0.1984015984015984,-1.6174620277041483,26495,18471,16485,1986,10010
SL,31,0.6775630929973495,0.16349019336059326,-1.8110022698895807,32068,19998,17639,2359,14429
SL,32,0.6229815431468684,0.008639985674635151,-4.751354354195886,40953,18808,18615,193,22338
SL,33,0.7178807947019867,0.011383697571072016,-4.475572984686613,37565,21325,21138,187,16427
SL,34,0.6674579811983667,1.2402047017431632,0.21527644804334123,20311,21813,14058,7755,6253
SL,35,0.6784147719654452,0.03450613100006162,-3.366618260586687,33938,18269,17709,560,16229
SL,36,0.6923234670859252,0.06431780562780799,-2.7439187711764914,37172,21344,20256,1088,16916
SL,37,0.6799210050284614,0.04366883116883117,-3.1311206769257263,38965,21292,20485,807,18480
SL,38,0.6389770961421526,0.09559690399302886,-2.3476148444593457,38424,20780,18915,1865,19509
SL,39,0.7323738246018039,0.047862348786535426,-3.039426121514393,32391,19719,19082,637,13309
SL,40,0.7611864852295934,0.17428912308610062,-1.7470397318106756,28881,20576,18823,1753,10058
SL,41,0.6988984088127295,0.21585002130379208,-1.5331714582834486,28294,19092,16559,2533,11735
SL,42,0.7265079974925687,1.0147475048413526,0.01463981784382734,24677,24776,17964,6812,6713
SL,43,0.7561713200647021,0.3247993886129156,-1.1245475530457836,23979,18678,16128,2550,7851
SL,44,0.6762187464322411,0.04791230447099396,-3.0383829292440003,34007,18547,17769,778,16238
SL,45,0.6999448335813035,0.03351183278631888,-3.3958566850156764,38302,21517,20935,582,17367
SL,46,0.6307980843296829,0.012723347572458776,-4.364316581758908,40606,19112,18835,277,21771
SL,47,0.7217541494649928,0.0312256049960968,-3.466516847782798,29943,17533,17133,400,12810
SL,48,0.7424565431288948,0.17596405840509172,-1.7374755184058566,28794,19990,18110,1880,10684
SL,49,0.6402795980777632,0.040855539262779995,-3.19771286680093,38097,19128,18320,808,19777
SL,50,0.724476984036395,0.17634363686995266,-1.7353207053442983,36579,24748,22215,2533,14364
SL,51,0.753803568181359,0.12939104643618501,-2.0449160922290224,29443,20050,18654,1396,10789
SL,52,0.6902590536611155,0.03260630094734523,-3.4232497286923507,39046,21482,20890,592,18156
SL,53,0.34286382962125056,4.7031144211238995,1.5482249320575365,7349,18288,4395,13893,2954
SL,54,0.8158129346137192,0.21816037735849056,-1.5225248107135783,21950,17309,16014,1295,5936
SL,55,0.679393191551136,0.09061728395061729,-2.4011103120460144,34920,20188,18720,1468,16200
SL,56,0.7106600751984403,0.06845792890660153,-2.681535898943596,35970,21478,20413,1065,15557
SL,57,0.36391662287616044,3.8431581755134703,1.34629447011988,8943,19602,5194,14408,3749
SL,58,0.7892966427222813,0.1883720930232558,-1.6693360540151694,26355,19724,18185,1539,8170
SL,59,0.755496191473232,0.0565478511816551,-2.872668075698026,33749,21653,20928,725,12821
SL,60,0.7283279975214293,0.14673060156931125,-1.9191570159326103,29101,19314,17631,1683,11470
SL,61,0.7332172226019092,0.26725311550947745,-1.3195590714855219,26178,19181,16629,2552,9549
SL,62,0.6870045195228569,0.249574798491459,-1.3879966151667296,32068,21920,18545,3375,13523
SL,63,0.5899464875327337,1.3496982547708367,0.2998810524825757,16494,18638,10363,8275,6131
SL,64,0.683743842364532,0.0425100040596184,-3.15801584111348,36675,20165,19432,733,17243
SL,65,0.6783133328913347,0.08050328471217014,-2.519457291512185,38424,21908,20462,1446,17962
SL,66,0.6759298191965138,0.042804428044280446,-3.151113722767382,33943,18379,17683,696,16260
SL,67,0.7105331495575398,0.28057617532697066,-1.2709100210946658,29101,20960,17785,3175,11316
SL,68,0.6539031339031339,0.018639195016770485,-3.9824886564528,40953,20472,20083,389,20870
SL,69,0.6761986464588695,0.04826266740727026,-3.03109694871569,33938,18517,17735,782,16203
SE,0,0.7229955456570156,0.3724137931034483,-0.9877496958562999,28329,21959,18179,3780,10150
SE,1,0.8061700747190188,0.7093023255813954,-0.34347343208019643,24677,23102,19259,3843,5418
SE,2,0.7745751159773981,0.6110936517913262,-0.4925050553019302,23979,21504,17615,3889,6364
SE,3,0.7786157546245435,0.17732512237486184,-1.729770381777987,38889,28469,26223,2246,12666
SE,4,0.7789456010745467,0.23880316146029357,-1.4321156586053712,33825,25735,23197,2538,10628
SE,5,0.7190231181279955,0.16871885077689827,-1.7795215542567084,34047,22705,20403,2302,13644
SE,6,0.7607537642023586,0.14306730415593968,-1.9444401010140244,38302,26652,24707,1945,13595
SE,7,0.7294173929943638,0.1164641292949232,-2.150171956436127,40606,26283,24395,1888,16211
SE,8,0.7869901870591843,0.17945452615939722,-1.717833439308176,29954,22222,20531,1691,9423
SE,9,0.7046035411855274,0.024564776246929404,-3.7064417220156938,41608,23342,22882,460,18726
SE,10,0.7524795545502001,0.5670614155879923,-0.5672876643865463,24560,21416,17298,4118,7262
SE,11,0.7549188932913408,0.12358329451948455,-2.0908399007025076,35174,23884,22292,1592,12882
