neutral_take,style_take,dice,fpfn_ratio,log_ratio,s1,s2,tp,fp,fn
1,Sneaky60,0.8623086841957728,3.8810864524677045,1.3561151279613168,49162,57860,46143,11717,3019
2,Sneaky60,0.8666649222422831,1.150372766915178,0.14008603499510455,56791,57860,49682,8178,7109
3,Sneaky60,0.8755851451159887,1.0520446096654275,0.05073551804139847,57496,57860,50502,7358,6994
4,Sneaky60,0.8275108273135935,0.5575096467794598,-0.5842754721572828,63823,57860,50347,7513,13476
0,Tired61,0.6104164859539771,2.418025657751685,0.882951363282575,33828,46871,24630,22241,9198
1,Tired61,0.7497422760925931,0.8259383072481385,-0.1912351968120641,49162,46871,36000,10871,13162
2,Tired61,0.7168682834597055,0.49477973007384773,-0.7036426052005695,56791,46871,37156,9715,19635
3,Tired61,0.7302308200868091,0.4520371325425477,-0.7939909508813626,57496,46871,38106,8765,19390
4,Tired61,0.6739841364482266,0.3607843137254902,-1.0194749681093858,63823,46871,37303,9568,26520
0,Tired62,0.6267824174097498,1.8808368708308065,0.6317168218535734,33828,42543,23934,18609,9894
1,Tired62,0.7677662068589499,0.5257916606963748,-0.6428502270320341,49162,42543,35204,7339,13958
2,Tired62,0.7272837095053053,0.3106584740432532,-1.1690611244177875,56791,42543,36122,6421,20669
3,Tired62,0.7414308419716311,0.2673689367956884,-1.3191257886176584,57496,42543,37086,5457,20410
4,Tired62,0.677227685538612,0.23469754729195139,-1.4494576265762227,63823,42543,36017,6526,27806
0,Tired63,0.6813916419985379,3.9231481481481483,1.366894430508294,33828,49613,28428,21185,5400
1,Tired63,0.8089293849658314,1.0489631961784822,0.04780224412611637,49162,49613,39951,9662,9211
2,Tired63,0.7857975264087816,0.5209876543209877,-0.6520289336304725,56791,49613,41806,7807,14985
3,Tired63,0.7984949910838491,0.4649426457612163,-0.7658412234510833,57496,49613,42763,6850,14733
4,Tired63,0.735516061920378,0.357188093730209,-1.0294927627575832,63823,49613,41717,7896,22106
0,Speech64,0.562672598132448,4.3229139419304214,1.4639296984622308,33828,59235,26182,33053,7646
1,Speech64,0.7384521711855494,2.10219936535726,0.7429841135125134,49162,59235,40023,19212,9139
2,Speech64,0.803664695844035,1.2403619197482298,0.21540320779566155,56791,59235,46623,12612,10168
3,Speech64,0.8240313198721848,1.184980321242421,0.16972616790272416,57496,59235,48095,11140,9401
4,Speech64,0.7977701571616636,0.688674764198955,-0.37298615976444477,63823,59235,49086,10149,14737
0,Speech65,0.6760351879867765,6.887858117326057,1.9297601683833783,33828,55407,30163,25244,3665
1,Speech65,0.7889336227753924,1.7892076330089726,0.5817728587249412,49162,55407,41249,14158,7913
2,Speech65,0.8026702793276173,0.8823329365754123,-0.12518581509221635,56791,55407,45029,10378,11762
3,Speech65,0.8140084851598275,0.819040194040194,-0.19962211936114896,57496,55407,45952,9455,11544
4,Speech65,0.7748888702507758,0.5225777172679827,-0.6489815650213018,63823,55407,46195,9212,17628
0,Speech66,0.6273916614909943,13.801432550736171,2.624772394799839,33828,65998,31315,34683,2513
1,Speech66,0.7774574505036471,4.829845313921747,1.5748144410484768,49162,65998,44766,21232,4396
2,Speech66,0.8555000855125459,3.1572164948453607,1.1496907833555539,56791,65998,52523,13475,4268
3,Speech66,0.8558958329959351,2.829567462879277,1.0401238600019407,57496,65998,52849,13149,4647
4,Speech66,0.8837553246393111,1.336791576339424,0.29027239691730217,63823,65998,57365,8633,6458

style,dice,dice_std,fpfn_ratio,fpfn_ratio_std,log_ratio,log_ratio_std,s1,s1_std,s2,s2_std,tp,tp_std,fp,fp_std,fn,fn_std
Sad,0.7945911756582655,0.03947943005106415,0.695815182290899,0.26674508301460165,-1.584073657394975,0.48019742973963975,52220.0,0.0,41282.4,4460.4779385173515,37218.64,3594.7806328620372,4063.7599999999998,929.1857889571924,15001.36,3594.780632862038
Happy,0.7405070966601892,0.012528554066254248,1072.0824263751551,1564.8345228172645,4.711321017189502,0.78399473162733,52220.0,0.0,85730.4,2961.4186870484896,51536.56,226.8457237860135,34193.840000000004,2742.0093490723175,683.4399999999999,226.84572378601277
Relaxed,0.8268026369898859,0.008518608860258764,9.474861639993069,3.077935590593085,1.2717186848085784,0.3160171668912823,52220.0,0.0,61169.4,2262.147351522442,47180.96,1024.956033398506,13988.439999999999,1451.1155840938375,5039.04,1024.9560333985062
Old,0.7371028388916387,0.03948473201065345,0.6479363282781762,0.283882091598553,-1.1181439703036669,0.5333088669579448,52220.0,0.0,40940.8,4704.597513071655,34467.04,3532.3156674340426,6473.76,1399.3859076037604,17752.96,3532.3156674340416
Angry,0.8308599069725545,0.010510724533136324,9.158720633674186,3.347424617520957,1.0063433695390276,0.284151479139113,52220.0,0.0,58237.0,2312.936337212938,46115.95,1279.6166799084776,12121.05,1304.9297481090691,6104.05,1279.6166799084795
Agreement,0.8088521372208478,0.013289490678891798,1.1266417631547128,0.5776292733240853,-1.2109213847735205,0.8720643214067917,52220.0,0.0,44182.0,6452.273139496395,39016.26666666667,3439.8475715583045,5165.733333333333,3028.2716273295055,13203.733333333335,3439.8475715583036
Disagreement,0.7772315783561546,0.019317192492664684,0.520201335422719,0.14673552249104516,-1.8393898922513543,0.21707826082252693,52220.0,0.0,39107.666666666664,1071.606996783595,35463.666666666664,850.5510422987902,3644.0,980.0319314525759,16756.333333333332,850.5510422987887
Flirty,0.7714018687569449,0.022764112780233152,1.1886346197559343,0.4120331735179319,-0.41559403395374045,0.27512444650890977,52220.0,0.0,47414.666666666664,2742.852084155388,38555.46666666667,2193.198269397659,8859.199999999999,633.5613835033404,13664.533333333333,2193.1982693976597
Pensive,0.8051207988018492,0.01365410133346458,1.326061233738557,0.3803588472017467,-0.49723751269780075,0.2893114517981862,52220.0,0.0,48116.666666666664,1952.0195240371502,40523.333333333336,1154.1262476677132,7593.333333333333,1205.4248748424307,11696.666666666666,1154.1262476677132
Scared,0.7319078346274956,0.031274224483101465,0.9959992549109717,0.31852062553410876,-0.4548971651021878,0.40875115372397175,52220.0,0.0,47195.0,3398.4591606589397,36510.46666666667,1818.9836380670254,10684.533333333333,2847.252759337596,15709.533333333333,1818.983638067026
Distracted,0.7839882495782947,0.04188050668445176,1.0950572398629055,0.618162294426755,-0.9481534151575509,0.7394036920614309,52220.0,0.0,44074.666666666664,5836.879664874223,37926.4,4256.035516769097,6148.266666666666,1640.736138309739,14293.6,4256.035516769098
Sarcastic,0.8225784063896148,0.00631893682342391,1.896999900693218,0.5679316849855024,-0.37262046500122575,0.30967142548325854,52220.0,0.0,48635.0,2162.3696877885304,41556.799999999996,1220.8106268650636,7078.2,954.6797997234469,10663.199999999999,1220.8106268650622
Threatening,0.7942055307884056,0.054313637616088185,1.4106112212379902,0.8412390305385076,-0.7989255950447705,0.8515617762171015,52220.0,0.0,46176.0,7535.9992480537485,39450.93333333333,5590.232158168587,6725.066666666666,2005.2616742515731,12769.066666666668,5590.232158168587
Still,0.3236649495647333,0.056392840408141125,0.04082668331644173,0.018068456333816582,-7.056349197133066,0.28409129577033215,52220.0,0.0,11626.666666666666,2817.1688309759184,10493.066666666666,2326.594858490742,1133.6000000000001,490.94597122969316,41726.93333333333,2326.5948584907414
Laughing,0.7004489002598719,0.018683199459375854,0.4665311074087369,0.04394845696603483,-1.2004971860747902,0.06294729342632088,52220.0,0.0,39065.5,1369.5,32130.800000000003,1339.0000000000018,6934.7,30.5,20089.2,1339.0
Sneaky,0.8365390320087704,0.012606962207850712,30.286786676926173,31.976193261480738,1.3109182104414459,0.5379079470859404,52220.0,0.0,59486.0,1965.8952159258133,46983.666666666664,827.6328708363923,12502.333333333334,1584.9013120345662,5236.333333333333,827.6328708363925
Tired,0.7221241646468625,0.028626525109330427,0.9390765579425885,0.2535941678332751,-0.4537891031810444,0.2462238230670753,52220.0,0.0,46342.333333333336,2910.4228024273193,35748.200000000004,2286.29183322398,10594.133333333333,1373.7099289474795,16471.8,2286.29183322398
Speech,0.7722085161892469,0.022332879028873907,3.093000020627859,1.4876509463890404,0.69576496211103,0.4560737682093321,52220.0,0.0,60213.333333333336,4378.749618580882,43827.666666666664,2785.5425340297506,16385.666666666668,1949.8702201827584,8392.333333333334,2785.542534029752

Normalized
Sad,0.00047325084543855595,5.8353325423636275e-05,0.00040761340346291816,0.00014585819762479713,-0.0009599659327537799,0.00035520214603205515,31.121457047104126,3.5947936416779442,24.560084118815645,3.6850883093892324,22.151269720706107,3.2148849761247766,2.4088143981095373,0.569389104344615,8.970187326398015,2.4264547321700327
Happy,0.0005166774300889968,6.287133103263193e-05,0.6757848127043444,0.9387311035324225,0.0032493930496917955,0.00039858116432284636,36.39796847251497,4.07743149244773,59.621649475062306,5.717510138881725,35.909650753137655,3.920654739732458,23.71199872192464,2.12176924920168,0.4883177193773009,0.1891580922624257
Relaxed,0.0005321000363728261,2.039790167414213e-05,0.006035076184863932,0.0018228696662728006,0.0008124480361146921,0.0001859500772672732,33.607172666531,1.250684532182967,39.33521393961223,1.3600490978621096,30.350528186887125,0.9270497717185642,8.98468575272511,0.8498632737585771,3.2566444796438767,0.7456833641041711
Old,0.00045273171071660395,3.087092447021701e-05,0.00038668002416478425,0.00014127443748836505,-0.0007069399768141274,0.0003706781294304838,32.19471826801576,3.097239366573758,25.060705463452503,2.326626419049145,21.102480315754246,1.621808849543816,3.95822514769826,0.824944243411155,11.092237952261517,2.9525960622369283
Angry,0.0005839089581962977,3.9735927331512006e-05,0.006345309965670772,0.0020521716248878387,0.000707792220841232,0.00020937053013665884,36.72855301350728,2.866352110152604,41.01031619649787,4.114080839745937,32.431092511174576,2.6326314640302932,8.579223685323292,1.484945743576925,4.297460502332698,1.0201492130196939
Agreement,0.0006550769216490156,8.818733576859167e-05,0.0008594572470475833,0.0003291193645192843,-0.0010674285091445493,0.0007582878005319362,42.34887167503205,5.995744320404671,35.209419255934996,2.9057191930338533,31.32489089387968,2.9700294762760366,3.8845283620553155,1.7161775883944874,11.023980781152376,3.827214655658568
Disagreement,0.0006116912245780584,5.7521727373553126e-05,0.0004117141815724326,0.00013425591859517013,-0.0014590499008694947,0.00027269381192243473,41.060112487019644,3.285030229551911,30.688699560507654,1.7774410759756158,27.879708804646935,2.290695237568063,2.8089907558607154,0.5574885677984055,13.180403682372711,1.308246227167872
Flirty,0.0006543707988594422,5.093918355243693e-05,0.001012087878803116,0.0003519113167775653,-0.0003463540519115294,0.00021414665011070287,44.28677574961375,3.105382100634597,40.26465519443877,4.0948673333284225,32.72452187405332,3.141884504390976,7.540133320385441,0.9712292470938547,11.562253875560423,1.822042790721001
Pensive,0.0005440923890982995,4.4173153153997424e-05,0.0008928781846370298,0.0002389108532842191,-0.0003301679449233802,0.00017478465430012784,35.34208894283602,3.4326495558544434,32.59749451451254,3.7002061202437044,27.399483267158868,2.4621895966473297,5.198011247353674,1.2452110516731543,7.942605675677161,1.2694516886950995
Scared,0.000550512283207484,5.600437987802653e-05,0.0007294394128311844,0.00017883478699070945,-0.00036672912464806237,0.0003464388879485234,39.24994732396117,3.213734311527193,35.263901624679136,0.3143240943263297,27.382634574535583,1.9100725028616556,7.881267050143552,1.7389878706512718,11.867312749425595,1.9776258063862997
Distracted,0.0006202423258361006,4.240762931119489e-05,0.0008412822038410375,0.00043320616367570916,-0.0007712963654544184,0.0006152186563312684,41.416694294577816,3.318791496876595,34.789896925517546,4.3654126176703265,29.937894982538612,3.0554111927122096,4.852001942978931,1.3218611507490792,11.478799312039206,3.8687599030817936
Sarcastic,0.0005351919012172965,6.810422132333635e-05,0.0012048465474367828,0.00032887967144038297,-0.0002622050987625463,0.00024354299325970131,33.99155710130348,4.4558239355980165,31.515963954370775,3.171152507178442,26.977214265327547,3.011086538545462,4.53874968904323,0.39263161801308616,7.014342835975931,1.6347948360328552
Threatening,0.0005703678858688801,5.287843291158563e-05,0.0009848120639131353,0.0005477092283880333,-0.0005906081763879738,0.0006338950503870193,37.59121599450487,3.340986577472849,33.127259257557405,5.7872249410231476,28.289622028199474,4.219122945457511,4.837637229357933,1.5710505689023062,9.301593966305392,4.336140848442938
Still,0.00025350039254766645,4.62762829954248e-05,3.2064718193008906e-05,1.4327794617853911e-05,-0.00551472489095678,0.00017234716158560687,40.829470401820124,0.6150537212998746,9.112386219389586,2.274713799914432,8.222103494893734,1.8850884573272089,0.8902827244958532,0.3896834350751959,32.607366906926394,1.5258662935015443
Laughing,0.0005054932724160961,3.0867132410805262e-06,0.0003362137746085169,2.480430486444753e-05,-0.0008677739132359279,6.328318293290854e-05,37.706319268625464,0.7756261993185305,28.18755257197475,0.40862847470135044,23.180690150813163,0.4896068788898038,5.006862421161582,0.08097840418845559,14.525629117812297,1.265233078208336
Sneaky,0.0005654915572172622,7.161099597537281e-05,0.02239003951044299,0.024483832031911432,0.0009234626027710414,0.00046260689733636776,35.281245876474394,4.321127381108031,40.31197727393877,5.977672971698726,31.810960594875677,4.397020196938366,8.5010166790631,1.8382141587134664,3.470285281598715,0.10319636921551478
Tired,0.00043702368896185575,8.863752301953103e-05,0.0005776395759086766,0.00023326960480623169,-0.0002684258059415883,0.0001527122094568664,31.415407994432815,5.216112121364867,27.96970946765481,5.633764621025906,21.669007348411572,4.764517850967916,6.300702119243234,0.9781536556081806,9.746400646021241,1.2456845939497563
Speech,0.0008185835512639312,0.0001060799595831061,0.0034295739208158684,0.002019987321636257,0.0007858309182075567,0.0005911779522865567,55.22533601437706,5.733509766535347,64.15011694284178,11.432738067460045,46.65343519672945,7.948459472962158,17.496681746112333,3.657926700885857,8.571900817647622,2.247574057628822
