frames,dice,dice_std
0,nan,nan

frames,dice,dice_std
1,0.10633143627462269,0.05257157691416292

frames,dice,dice_std
2,0.1193796264183171,0.056661042029943334

frames,dice,dice_std
3,0.1312733728535094,0.06512628348414365

frames,dice,dice_std
4,0.14414065067741422,0.07471061326323007

frames,dice,dice_std
5,0.15442948567106096,0.07953954894741297

frames,dice,dice_std
6,0.16315555062875678,0.0848336717602572

frames,dice,dice_std
7,0.17085323206511763,0.08698524108623105

frames,dice,dice_std
8,0.17749575241426854,0.09011223283070277

frames,dice,dice_std
9,0.18364080914363606,0.09449750184230721

frames,dice,dice_std
10,0.18806429694462545,0.09680740293104047

frames,dice,dice_std
11,0.19293838024658327,0.09713149071145258

frames,dice,dice_std
12,0.1977377410617391,0.09913152491498405

frames,dice,dice_std
13,0.20067137505213492,0.10039839404102159

frames,dice,dice_std
14,0.20538600265144205,0.1015618665064073

frames,dice,dice_std
15,0.20780990758002385,0.10262556847125359

frames,dice,dice_std
16,0.209495229939115,0.1031491660988385

frames,dice,dice_std
17,0.21265656230248545,0.10413003962459554

frames,dice,dice_std
18,0.21620606010980112,0.10640226895245503

frames,dice,dice_std
19,0.21947769290092162,0.10683528508477497

frames,dice,dice_std
20,0.2208588162959807,0.10772954367493029

frames,dice,dice_std
21,0.22355179831226216,0.1080572041324034

frames,dice,dice_std
22,0.22734070070180573,0.10904007587612373

frames,dice,dice_std
23,0.23141236009707639,0.11037887325756224

frames,dice,dice_std
24,0.23586955372054166,0.11135374779345296

frames,dice,dice_std
25,0.23877443029827,0.11204082301351224

frames,dice,dice_std
26,0.24064048577631175,0.11288400173265424

frames,dice,dice_std
27,0.24341829951432367,0.11478644638675403

frames,dice,dice_std
28,0.24657261736185884,0.11609659186885306

frames,dice,dice_std
29,0.2504309643362875,0.1178206824387752

frames,dice,dice_std
30,0.2542736935872675,0.11915160539258063

frames,dice,dice_std
31,0.25776983845712365,0.12078082178279123

frames,dice,dice_std
32,0.26096866956508236,0.12254190039056573

frames,dice,dice_std
33,0.2636521763856852,0.12431729341261283

frames,dice,dice_std
34,0.26656897064979035,0.12600083550314625

frames,dice,dice_std
35,0.26949307773853937,0.12783971258716312

frames,dice,dice_std
36,0.27302671106923093,0.1286899435934306

frames,dice,dice_std
37,0.27602689917127493,0.13009178993963255

frames,dice,dice_std
38,0.2798817363078867,0.13157433999158363

frames,dice,dice_std
39,0.2834905162863156,0.13387990645130848

frames,dice,dice_std
40,0.2872897267751178,0.13520994974930264

frames,dice,dice_std
41,0.29155377206710364,0.13739391690314154

frames,dice,dice_std
42,0.29535645587380904,0.14003722632598353

frames,dice,dice_std
43,0.2981440596665833,0.14184344602706941

frames,dice,dice_std
44,0.3016289831022222,0.14348851605706317

frames,dice,dice_std
45,0.30527356285376167,0.14507515021618692

frames,dice,dice_std
46,0.3087929113894289,0.14580939798711576

frames,dice,dice_std
47,0.31213838157055135,0.14674940871872172

frames,dice,dice_std
48,0.3159041538906208,0.1470693834675362

frames,dice,dice_std
49,0.319566936319618,0.14845554405769332

frames,dice,dice_std
50,0.32278533083476846,0.1495035060256331

frames,dice,dice_std
51,0.3263278424946011,0.15035952689764134

frames,dice,dice_std
52,0.32978879848652687,0.15172519048287228

frames,dice,dice_std
53,0.33278861242436464,0.1528722029486946

frames,dice,dice_std
54,0.33601077147066677,0.15370450707748076

frames,dice,dice_std
55,0.33885718778701684,0.15477820456223396

frames,dice,dice_std
56,0.34126843130717893,0.1559815323800513

frames,dice,dice_std
57,0.34457501307468175,0.15809765260542613

frames,dice,dice_std
58,0.3470609118739748,0.15863303848344745

frames,dice,dice_std
59,0.3495377472302752,0.15952198275967042

frames,dice,dice_std
60,0.35262203349257015,0.16051859372410063

frames,dice,dice_std
61,0.3556698469947942,0.16124213280166924

frames,dice,dice_std
62,0.35775513768230965,0.16211126165764758

frames,dice,dice_std
63,0.3597554134202483,0.16324945508171582

frames,dice,dice_std
64,0.36286793529456046,0.16347559803818992

frames,dice,dice_std
65,0.3657096435386819,0.1638695374689344

frames,dice,dice_std
66,0.36908757079666216,0.16407795122016208

frames,dice,dice_std
67,0.3718397323408486,0.16360875822158455

frames,dice,dice_std
68,0.37491139433732723,0.16323166445250206

frames,dice,dice_std
69,0.37847073667054637,0.16246246916849552

frames,dice,dice_std
70,0.3822357303823514,0.16180282525825246

frames,dice,dice_std
